date,series_ticker,event_ticker,market_ticker,strike_type,threshold,floor_strike,cap_strike,last_price,yes_bid,yes_ask,no_bid,no_ask,volume,open_interest,result,settlement_value,expiration_value,status,ticker,mu,sigma,model_prob,market_prob,edge,settlement,direction,entry_price,entry_edge,exit_type,exit_price,fee_per_contract,pnl_per_contract_gross,pnl_per_contract,fee_dollars,pnl_dollars
2025-10-16,KXHIGHAUS,KXHIGHAUS-25OCT16,KXHIGHAUS-25OCT16-T86,less,86.0,,86.0,0.01,0.0,1.0,0.0,1.0,30358.0,0.0,no,0.0,88.0,finalized,KXHIGHAUS,86.51595719655354,1.141382,0.3256179099612392,0.01,0.3156179099612392,0.0,YES,1.0,0.3156179099612392,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-16,KXHIGHAUS,KXHIGHAUS-25OCT16,KXHIGHAUS-25OCT16-B88.5,between,88.5,88.0,89.0,0.99,0.0,1.0,0.0,1.0,35021.0,0.0,yes,1.0,88.0,finalized,KXHIGHAUS,86.51595719655354,1.141382,0.08199884406612845,0.99,-0.9080011559338715,1.0,NO,1.0000000000000009,0.9080011559338715,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-16,KXHIGHAUS,KXHIGHAUS-25OCT16,KXHIGHAUS-25OCT16-B86.5,between,86.5,86.0,87.0,0.01,0.0,1.0,0.0,1.0,40617.0,0.0,no,0.0,88.0,finalized,KXHIGHAUS,86.51595719655354,1.141382,0.3386301224953062,0.01,0.3286301224953062,0.0,YES,1.0,0.3286301224953062,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-17,KXHIGHAUS,KXHIGHAUS-25OCT17,KXHIGHAUS-25OCT17-B92.5,between,92.5,92.0,93.0,0.99,0.0,1.0,0.0,1.0,18122.0,0.0,yes,1.0,93.0,finalized,KXHIGHAUS,91.90645066102347,1.02289,0.32104794309219364,0.99,-0.6689520569078063,1.0,NO,1.0000000000000009,0.6689520569078063,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-17,KXHIGHAUS,KXHIGHAUS-25OCT17,KXHIGHAUS-25OCT17-B90.5,between,90.5,90.0,91.0,0.01,0.0,1.0,0.0,1.0,39125.0,0.0,no,0.0,93.0,finalized,KXHIGHAUS,91.90645066102347,1.02289,0.15658825069700383,0.01,0.14658825069700382,0.0,YES,1.0,0.14658825069700382,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-18,KXHIGHAUS,KXHIGHAUS-25OCT18,KXHIGHAUS-25OCT18-B96.5,between,96.5,96.0,97.0,0.01,0.0,1.0,0.0,1.0,9566.0,0.0,no,0.0,95.0,finalized,KXHIGHAUS,95.0945678393046,0.949291,0.14772953872356565,0.01,0.13772953872356564,0.0,YES,1.0,0.13772953872356564,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-18,KXHIGHAUS,KXHIGHAUS-25OCT18,KXHIGHAUS-25OCT18-B94.5,between,94.5,94.0,95.0,0.99,0.0,1.0,0.0,1.0,19281.0,0.0,yes,1.0,95.0,finalized,KXHIGHAUS,95.0945678393046,0.949291,0.335875673712119,0.99,-0.654124326287881,1.0,NO,1.0000000000000009,0.654124326287881,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-19,KXHIGHAUS,KXHIGHAUS-25OCT19,KXHIGHAUS-25OCT19-B87.5,between,87.5,87.0,88.0,0.01,0.0,1.0,0.0,1.0,17452.0,0.0,no,0.0,86.0,finalized,KXHIGHAUS,86.42821250756582,1.1184872,0.2246311956920185,0.01,0.2146311956920185,0.0,YES,1.0,0.2146311956920185,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-19,KXHIGHAUS,KXHIGHAUS-25OCT19,KXHIGHAUS-25OCT19-B85.5,between,85.5,85.0,86.0,0.99,0.0,1.0,0.0,1.0,21187.0,0.0,yes,1.0,86.0,finalized,KXHIGHAUS,86.42821250756582,1.1184872,0.25009937545539196,0.99,-0.739900624544608,1.0,NO,1.0000000000000009,0.739900624544608,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-20,KXHIGHAUS,KXHIGHAUS-25OCT20,KXHIGHAUS-25OCT20-B94.5,between,94.5,94.0,95.0,0.99,0.0,1.0,0.0,1.0,19378.0,0.0,yes,1.0,94.0,finalized,KXHIGHAUS,93.84051856199899,1.0252852,0.3091431235165283,0.99,-0.6808568764834717,1.0,NO,1.0000000000000009,0.6808568764834717,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-20,KXHIGHAUS,KXHIGHAUS-25OCT20,KXHIGHAUS-25OCT20-B92.5,between,92.5,92.0,93.0,0.01,0.0,1.0,0.0,1.0,19186.0,0.0,no,0.0,94.0,finalized,KXHIGHAUS,93.84051856199899,1.0252852,0.16985129419922118,0.01,0.15985129419922117,0.0,YES,1.0,0.15985129419922117,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-21,KXHIGHAUS,KXHIGHAUS-25OCT21,KXHIGHAUS-25OCT21-B89.5,between,89.5,89.0,90.0,0.99,0.0,1.0,0.0,1.0,23332.0,0.0,yes,1.0,89.0,finalized,KXHIGHAUS,88.83475694656373,1.0341015,0.3066117888215594,0.99,-0.6833882111784406,1.0,NO,1.0000000000000009,0.6833882111784406,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-21,KXHIGHAUS,KXHIGHAUS-25OCT21,KXHIGHAUS-25OCT21-B87.5,between,87.5,87.0,88.0,0.01,0.0,1.0,0.0,1.0,78437.0,0.0,no,0.0,89.0,finalized,KXHIGHAUS,88.83475694656373,1.0341015,0.17175650122737393,0.01,0.16175650122737392,0.0,YES,1.0,0.16175650122737392,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-22,KXHIGHAUS,KXHIGHAUS-25OCT22,KXHIGHAUS-25OCT22-B88.5,between,88.5,88.0,89.0,0.99,0.0,1.0,0.0,1.0,37967.0,0.0,yes,1.0,88.0,finalized,KXHIGHAUS,86.93742077350616,0.93816686,0.11473256016555178,0.99,-0.8752674398344482,1.0,NO,1.0000000000000009,0.8752674398344482,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
