date,series_ticker,event_ticker,market_ticker,strike_type,threshold,floor_strike,cap_strike,last_price,yes_bid,yes_ask,no_bid,no_ask,volume,open_interest,result,settlement_value,expiration_value,status,ticker,mu,sigma,model_prob,market_prob,edge,settlement,direction,entry_price,settle_value,fee_per_contract,pnl_per_contract_gross,pnl_per_contract,fee_dollars,pnl_dollars
2026-02-15,KXHIGHAUS,KXHIGHAUS-26FEB15,KXHIGHAUS-26FEB15-B73.5,between,73.5,73.0,74.0,0.99,0.0,1.0,0.0,1.0,29673.0,0.0,yes,1.0,74.0,finalized,KXHIGHAUS,73.867236550649,1.0724845,0.33989367627860945,0.99,-0.6501063237213905,1.0,NO,1.0000000000000009,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2026-02-16,KXHIGHAUS,KXHIGHAUS-26FEB16,KXHIGHAUS-26FEB16-B78.5,between,78.5,78.0,79.0,0.99,0.0,1.0,0.0,1.0,24927.0,0.0,yes,1.0,78.0,finalized,KXHIGHAUS,76.50694728692373,0.9436626,0.052680955093164505,0.99,-0.9373190449068355,1.0,NO,1.0000000000000009,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2026-02-16,KXHIGHAUS,KXHIGHAUS-26FEB16,KXHIGHAUS-26FEB16-B76.5,between,76.5,76.0,77.0,0.01,0.0,1.0,0.0,1.0,37347.0,0.0,no,0.0,78.0,finalized,KXHIGHAUS,76.50694728692373,0.9436626,0.4037743877679732,0.01,0.3937743877679732,0.0,YES,1.0,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2026-02-17,KXHIGHAUS,KXHIGHAUS-26FEB17,KXHIGHAUS-26FEB17-B84.5,between,84.5,84.0,85.0,0.99,0.0,1.0,0.0,1.0,34021.0,0.0,yes,1.0,84.0,finalized,KXHIGHAUS,83.1632788658142,1.0432414,0.17211111401964052,0.99,-0.8178888859803595,1.0,NO,1.0000000000000009,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2026-02-17,KXHIGHAUS,KXHIGHAUS-26FEB17,KXHIGHAUS-26FEB17-B82.5,between,82.5,82.0,83.0,0.01,0.0,1.0,0.0,1.0,34592.0,0.0,no,0.0,84.0,finalized,KXHIGHAUS,83.1632788658142,1.0432414,0.3054031637196583,0.01,0.2954031637196583,0.0,YES,1.0,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2026-02-18,KXHIGHAUS,KXHIGHAUS-26FEB18,KXHIGHAUS-26FEB18-T79,less,79.0,,79.0,0.99,0.0,1.0,0.0,1.0,113298.0,0.0,yes,1.0,77.0,finalized,KXHIGHAUS,79.19083629449209,1.3005943,0.44167254230516584,0.99,-0.5483274576948342,1.0,NO,1.0000000000000009,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2026-02-18,KXHIGHAUS,KXHIGHAUS-26FEB18,KXHIGHAUS-26FEB18-B79.5,between,79.5,79.0,80.0,0.01,0.0,1.0,0.0,1.0,28664.0,0.0,no,0.0,77.0,finalized,KXHIGHAUS,79.19083629449209,1.3005943,0.29140557057227445,0.01,0.28140557057227444,0.0,YES,1.0,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2026-02-19,KXHIGHAUS,KXHIGHAUS-26FEB19,KXHIGHAUS-26FEB19-B86.5,between,86.5,86.0,87.0,0.01,0.0,1.0,0.0,1.0,33342.0,0.0,no,0.0,85.0,finalized,KXHIGHAUS,85.77802270253498,1.0252671,0.2976387562117401,0.01,0.28763875621174007,0.0,YES,1.0,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2026-02-19,KXHIGHAUS,KXHIGHAUS-26FEB19,KXHIGHAUS-26FEB19-B84.5,between,84.5,84.0,85.0,0.99,0.0,1.0,0.0,1.0,51291.0,0.0,yes,1.0,85.0,finalized,KXHIGHAUS,85.77802270253498,1.0252671,0.18253059586289375,0.99,-0.8074694041371062,1.0,NO,1.0000000000000009,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2026-02-21,KXHIGHAUS,KXHIGHAUS-26FEB21,KXHIGHAUS-26FEB21-T73,less,73.0,,73.0,0.01,0.0,1.0,0.0,1.0,62738.0,0.0,no,0.0,74.0,finalized,KXHIGHAUS,71.16574540932973,1.0756625,0.9559244599941703,0.01,0.9459244599941703,0.0,YES,1.0,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2026-02-21,KXHIGHAUS,KXHIGHAUS-26FEB21,KXHIGHAUS-26FEB21-B73.5,between,73.5,73.0,74.0,0.99,0.0,1.0,0.0,1.0,15332.0,0.0,yes,1.0,74.0,finalized,KXHIGHAUS,71.16574540932973,1.0756625,0.03986733816900834,0.99,-0.9501326618309917,1.0,NO,1.0000000000000009,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2026-02-22,KXHIGHAUS,KXHIGHAUS-26FEB22,KXHIGHAUS-26FEB22-T62,less,62.0,,62.0,0.01,0.0,1.0,0.0,1.0,21610.0,0.0,no,0.0,63.0,finalized,KXHIGHAUS,62.257564814885455,1.0276803,0.4010511057477185,0.01,0.3910511057477185,0.0,YES,1.0,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
