date,nn_forecast,nwp_forecast,actual,nn_sigma,fcst_gfs_global,fcst_ecmwf_ifs025,fcst_icon_seamless,fcst_gem_seamless,fcst_jma_seamless,fcst_ncep_hrrr_conus,month,nn_load_error_mw,nwp_load_error_mw,fcst_gfs_global_load_error_mw,fcst_ecmwf_ifs025_load_error_mw,fcst_icon_seamless_load_error_mw,fcst_gem_seamless_load_error_mw,fcst_jma_seamless_load_error_mw,fcst_ncep_hrrr_conus_load_error_mw,da_rt_spread,dam_price_avg,rtm_price_avg,nn_cost,nwp_cost,daily_savings,cumulative_savings,fcst_gfs_global_cost,fcst_ecmwf_ifs025_cost,fcst_icon_seamless_cost,fcst_gem_seamless_cost,fcst_jma_seamless_cost,fcst_ncep_hrrr_conus_cost
2025-04-27,85.49288621465365,84.82416666666668,85.64999999999999,0.7411929459832154,87.62,83.185,85.41000000000001,87.77499999999999,80.765,84.19,4,-78.5568926731699,-412.9166666666535,985.0000000000066,-1232.4999999999945,-119.99999999999034,1062.5,-2442.4999999999955,-729.9999999999968,-9.561875,32.12875,41.690625,6009.209505034131,31586.06041666566,25576.85091163153,394479.53292542783,75347.5750000005,94280.08749999959,9179.399999999261,81275.9375,186839.03749999966,55841.34999999976
2025-04-28,84.38490411559741,84.21166666666667,84.5,0.7773368614696672,86.535,83.4,83.995,86.075,81.985,83.28,4,-57.54794220129611,-144.16666666666345,1017.4999999999983,-549.9999999999972,-252.49999999999773,787.5000000000014,-1257.5000000000002,-609.9999999999994,0.4312499999999986,55.36875,54.9375,198.54040059447092,497.37499999998727,298.8345994055163,394778.36752483336,3510.3749999999827,1897.4999999999839,871.1249999999893,2716.874999999996,4338.374999999986,2104.499999999991
2025-04-29,85.10545234759648,84.60083333333333,84.94999999999999,0.8147131869206757,87.03,83.02499999999999,85.08500000000001,86.555,81.87999999999998,84.03,4,77.72617379824709,-174.58333333333087,1040.0000000000064,-962.4999999999986,67.50000000000966,802.5000000000091,-1535.0000000000036,-459.99999999999375,30.207812499999996,62.72,32.5121875,18783.501475518886,42190.24479166607,23406.74331614718,418185.11084098055,251329.0000000015,232600.15624999965,16312.218750002334,193934.15625000218,370951.9375000008,111164.74999999847
2025-04-30,82.45353672464688,81.38083333333333,83.19999999999999,0.7711189130640853,83.24000000000001,77.925,82.195,83.96,78.89,82.075,4,-373.2316376765539,-909.5833333333303,20.000000000010232,-2637.499999999996,-502.4999999999977,380.00000000000256,-2154.999999999994,-562.499999999993,-10.271250000000002,50.32,60.59125,30668.44366788244,74740.46249999976,44072.01883211732,462257.12967309786,1643.4000000008411,216723.3749999997,41290.42499999982,31224.600000000217,177076.34999999954,46220.62499999943
2025-05-01,84.40996984243392,83.4875,86.05,0.7971910130577784,85.575,81.49000000000001,83.69999999999999,84.95,81.9,83.30999999999999,5,-820.0150787830366,-1281.25,-237.49999999999716,-2279.999999999994,-1175.0000000000043,-549.9999999999972,-2074.999999999996,-1370.0000000000045,-86.635625,77.12375,163.759375,568340.1508783409,888015.15625,319675.00537165906,781932.1350447569,164607.68749999805,1580233.799999996,814374.875000003,381196.7499999981,1438151.3749999972,949526.4500000032
2025-05-02,81.27136695504188,79.9325,82.0,0.8132236328382996,83.49,76.875,79.89,81.69,77.605,80.04499999999999,5,-364.3165224790579,-1033.7499999999977,744.9999999999975,-2562.5,-1054.9999999999998,-155.00000000000114,-2197.499999999998,-977.5000000000063,21.191250000000004,52.7625,31.57125,61762.58005587469,175251.63749999963,113489.05744412495,895421.1924888819,126299.8499999996,434420.62500000006,178854.15,26277.150000000198,372542.17499999976,165715.5750000011
2025-05-03,79.02803801814714,77.24916666666667,79.65,0.7679831655785043,78.3,76.10499999999999,79.44,75.66,75.92,78.07,5,-310.9809909264314,-1200.4166666666692,-675.0000000000043,-1772.500000000008,-105.00000000000398,-1995.0000000000045,-1865.000000000002,-790.0000000000063,1.2631249999999987,28.415,27.151875,3142.462913311586,12130.21041666668,8987.747503355095,904408.939992237,6820.875000000036,17911.11250000006,1061.0250000000392,20159.475000000024,18845.825,7982.950000000055
2025-05-04,80.89522983749708,79.59083333333332,81.5,0.638100606226039,80.83500000000001,77.71000000000001,80.13,80.69500000000001,77.995,80.17999999999999,5,-302.38508125145813,-954.5833333333392,-332.499999999996,-1894.999999999996,-685.0000000000023,-402.4999999999963,-1752.4999999999977,-660.0000000000036,-8.060937500000001,23.2475,31.3084375,19500.05792720341,61558.69270833372,42058.63478113031,946467.5747733674,21442.09374999975,122203.81249999975,44173.93750000015,25956.218749999767,113014.34374999987,42561.75000000024
2025-05-05,76.12156574050586,75.31166666666667,76.65,0.7011273549006852,77.575,74.175,74.235,76.6,74.0,75.285,5,-264.2171297470739,-669.1666666666691,462.4999999999986,-1237.5000000000043,-1207.5000000000032,-25.000000000005684,-1325.0000000000027,-682.5000000000045,19.041875,42.0,22.958125,40249.5164600205,101937.50416666704,61687.98770664654,1008155.5624800139,70454.93749999978,188514.56250000067,183944.5125000005,3808.3750000008663,201843.87500000044,103968.6375000007
2025-05-06,81.72833195050558,79.25333333333333,81.75,0.6617605047552296,81.86,78.27,79.84,78.14,76.78999999999999,80.62,5,-10.834024747211402,-1248.3333333333348,54.999999999999716,-1740.000000000002,-954.9999999999983,-1804.9999999999998,-2480.000000000004,-564.9999999999977,1.4543749999999989,43.41375,41.959375,126.05387793380456,14524.358333333339,14398.304455399535,1022553.8669354134,639.9249999999962,20244.90000000001,11111.424999999972,21001.17499999998,28854.800000000025,6573.774999999969
